name,category,api_status,visible_name,can_call,normalized,notes
user,reserved,ok,user,True,,
function,reserved,ok,function,True,,
tool,reserved,ok,tool,True,,
default,reserved,ok,default,True,,
null,reserved,ok,null,True,,
none,reserved,ok,none,True,,
model,reserved,ok,model,True,,
server,reserved,ok,server,True,,
read,reserved,ok,read,True,,
write,reserved,ok,write,True,,
search,reserved,ok,search,True,,
call,reserved,ok,call,True,,
exec,reserved,ok,exec,True,,
shell,reserved,ok,shell,True,,
server.tool,path,ok,server.tool,True,,
server/tool,path,ok,server/tool,True,,
ns:tool,path,ok,ns:tool,True,,
../tool,path,ok,../tool,True,,
./tool,path,ok,./tool,True,,
"tl
name",control,ok,"tl
name",True,,
"tlname",control,ok,,False,,
tl	name,control,ok,,False,,
