name,category,api_status,visible_name,can_call,normalized,notes
café,unicode,ok,café,True,café,
ｔｏｏｌ,unicode,ok,ｔｏｏｌ,True,,
🛠️tool,unicode,ok,🛠️tool,True,,
δοκιμή,unicode,ok,δοκιμή,True,,
tool​name,unicode,ok,tool​name,True,,
tool‍name,unicode,ok,tool‍name,True,,
tool⁠name,unicode,ok,tool⁠name,True,,
Straße,unicode,ok,Straße,True,,
abc‏def,directional,ok,abc‏def,True,,
‮abc,directional,ok,‮abc,True,,
_start,boundary,ok,_start,True,,
-start,boundary,ok,-start,True,,
end_,boundary,ok,end_,True,,
end-,boundary,ok,end-,True,,
0start,boundary,ok,0start,True,,
.,boundary,ok,.,True,,
.hidden,boundary,ok,.hidden,True,,
system,reserved,ok,system,True,,
assistant,reserved,ok,assistant,True,,
user,reserved,ok,user,True,,
function,reserved,ok,function,True,,
tool,reserved,ok,tool,True,,
default,reserved,ok,default,True,,
null,reserved,ok,null,True,,
none,reserved,ok,none,True,,
model,reserved,ok,model,True,,
server,reserved,ok,server,True,,
read,reserved,ok,read,True,,
write,reserved,ok,write,True,,
search,reserved,"Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'param': None, 'message': '<400> InternalError.Algo.InvalidParameter: Tool names are not allowed to be [search]', 'type': 'invalid_request_error'}, 'id': 'chatcmpl-8e961c60-adfb-93c8-9cf7-b06e5a33bab1', 'request_id': '8e961c60-adfb-93c8-9cf7-b06e5a33bab1'}",,False,,BadRequestError
call,reserved,ok,call,True,,
exec,reserved,ok,exec,True,,
shell,reserved,ok,shell,True,,
server.tool,path,ok,server.tool,True,,
server/tool,path,ok,server/tool,True,,
ns:tool,path,ok,ns:tool,True,,
../tool,path,ok,../tool,True,,
./tool,path,ok,./tool,True,,
"tl
name",control,ok,tl,True,tl,
"tlname",control,ok,"tl
name",True,"tl
name",
tl	name,control,ok,tl,True,tl,
